Invoice_Number,Customer_ID,Service_ID,Billing_Date,Payment_Status,Mode_of_Payment,Product_Name,Service,Product_Category,Product_Quantity,Tax_Amount,Actual_Amount,Billed_Amount,Paid_Amount,Balance_Amount,Unit_Price,Tax_Rate,Service_Charge,Discount_Amount,Customer_Type,Order_Channel,Invoice_Num_Int,actual_billing_amnt
INV-10126,CUST-9163,SRV-627,2024-12-25,Paid,Cash,Wine Bottle,Warranty,Food & Beverage,1,0.81,9.05,8.52,8.52,0.0,9.05,0.089,0.43,1.77,Regular,Mobile App,10126,8.52
INV-10127,CUST-8710,SRV-392,2025-03-06,Paid,Cash,Gaming Console,Standard Shipping,Electronics,7,165.54,2178.19,2435.1,2435.1,0.0,311.17,0.076,91.37,0.0,Regular,Online,10127,2435.1
INV-10128,CUST-5728,SRV-175,2024-10-03,Pending,PayPal,Energy Drink,Installation,Food & Beverage,10,22.08,356.2,406.24,0.0,406.24,35.62,0.062,27.96,0.0,Regular,Mobile App,10128,406.24
INV-10129,CUST-4261,SRV-716,2025-02-06,Paid,Debit Card,Tools,Standard Shipping,Automotive,1,5.37,44.4,52.8,52.8,0.0,44.4,0.121,3.03,0.0,Corporate,Online,10129,52.8
INV-10130,CUST-6218,SRV-266,2024-10-10,Overdue,Bank Transfer,Gym Equipment,Installation,Sports,9,233.53,2267.28,2642.57,0.0,2642.57,251.92,0.103,141.76,0.0,VIP,In-Store,10130,2642.57
INV-10131,CUST-1436,SRV-711,2025-01-01,Pending,Debit Card,Sports Jersey,Maintenance,Sports,10,221.72,1817.4,1762.43,0.0,1762.43,181.74,0.122,99.98,376.67,Corporate,Mobile App,10131,1762.43
INV-10132,CUST-4968,SRV-132,2025-04-12,Pending,Digital Wallet,Jeans,Standard Shipping,Clothing,8,37.98,584.24,658.11,0.0,658.11,73.03,0.065,35.89,0.0,Corporate,Mobile App,10132,658.11
INV-10133,CUST-2020,SRV-822,2024-01-23,Paid,Digital Wallet,Self-Help Book,Installation,Books,8,30.31,374.24,415.92,415.92,0.0,46.78,0.081,11.37,0.0,Regular,Mobile App,10133,415.92
INV-10134,CUST-5331,SRV-724,2025-01-11,Pending,Bank Transfer,Textbook,Installation,Books,9,40.03,278.01,339.98,0.0,339.98,30.89,0.144,21.94,0.0,VIP,Online,10134,339.98
INV-10135,CUST-6714,SRV-673,2024-06-10,Overdue,PayPal,Running Shoes,Support,Sports,9,168.24,1136.79,1383.59,198.98,1184.61,126.31,0.148,78.56,0.0,VIP,Mobile App,10135,1383.59
INV-10136,CUST-5201,SRV-865,2025-01-06,Paid,Cash,Textbook,Maintenance,Books,9,27.65,260.82,236.59,236.59,0.0,28.98,0.106,9.47,61.35,Regular,Online,10136,236.59
INV-10137,CUST-4814,SRV-153,2023-12-15,Partially Paid,Bank Transfer,Tires,Consultation,Automotive,8,68.28,537.6,616.8,262.46,354.34,67.2,0.127,10.92,0.0,Corporate,In-Store,10137,616.8
INV-10138,CUST-4267,SRV-874,2024-06-24,Pending,Debit Card,Shampoo,Consultation,Beauty,1,8.08,136.93,152.47,0.0,152.47,136.93,0.059,7.46,0.0,Corporate,In-Store,10138,152.47
INV-10139,CUST-3880,SRV-137,2024-10-14,Paid,Cash,Snack Pack,Consultation,Food & Beverage,5,11.33,222.25,179.87,179.87,0.0,44.45,0.051,12.02,65.73,New,In-Store,10139,179.87
INV-10140,CUST-3198,SRV-971,2025-02-01,Paid,PayPal,Wine Bottle,Express Delivery,Food & Beverage,2,4.89,39.76,46.99,46.99,0.0,19.88,0.123,2.34,0.0,Regular,In-Store,10140,46.99
INV-10141,CUST-4164,SRV-279,2025-05-21,Paid,Debit Card,Car Accessories,Support,Automotive,6,43.59,372.54,378.94,378.94,0.0,62.09,0.117,11.58,48.77,Regular,In-Store,10141,378.94
INV-10142,CUST-5374,SRV-437,2024-07-09,Paid,Check,Tablet,Consultation,Electronics,6,470.7,8405.4,9103.83,9103.83,0.0,1400.9,0.056,227.73,0.0,Premium,Mobile App,10142,9103.83
INV-10143,CUST-2923,SRV-754,2024-07-02,Paid,Bank Transfer,Skincare Set,Express Delivery,Beauty,4,56.43,575.8,659.46,659.46,0.0,143.95,0.098,27.23,0.0,VIP,Mobile App,10143,659.46
INV-10144,CUST-4578,SRV-880,2024-05-14,Paid,Debit Card,Shoes,Warranty,Clothing,9,75.79,1306.8,1208.7,1208.7,0.0,145.2,0.058,70.37,244.26,Premium,Online,10144,1208.7
INV-10145,CUST-9525,SRV-552,2024-01-01,Paid,Credit Card,Technical Manual,Support,Books,8,13.23,130.96,153.16,153.16,0.0,16.37,0.101,8.97,0.0,Premium,In-Store,10145,153.16
INV-10146,CUST-6049,SRV-840,2023-09-26,Paid,Credit Card,Tires,Maintenance,Automotive,1,33.04,305.95,345.94,345.94,0.0,305.95,0.108,6.95,0.0,New,Marketplace,10146,345.94
INV-10147,CUST-8734,SRV-132,2024-06-23,Cancelled,Digital Wallet,Motor Oil,Maintenance,Automotive,3,139.13,940.08,1134.44,0.0,1134.44,313.36,0.148,55.23,0.0,Regular,Mobile App,10147,1134.44
INV-10148,CUST-7184,SRV-484,2023-11-25,Overdue,Bank Transfer,Bedding Set,Maintenance,Home & Garden,6,72.73,488.1,438.27,0.0,438.27,81.35,0.149,21.27,143.83,New,Phone,10148,438.27
INV-10149,CUST-9920,SRV-534,2025-03-01,Paid,Bank Transfer,Motor Oil,Express Delivery,Automotive,8,98.64,1264.64,1459.7,1459.7,0.0,158.08,0.078,96.42,0.0,Corporate,In-Store,10149,1459.7
INV-10150,CUST-1256,SRV-346,2024-04-02,Paid,Digital Wallet,T-Shirt,Support,Clothing,1,11.42,97.59,110.11,110.11,0.0,97.59,0.117,7.06,5.96,Premium,Mobile App,10150,110.11
INV-10151,CUST-1924,SRV-243,2025-01-31,Paid,Check,Yoga Mat,Maintenance,Sports,10,120.22,1092.9,1279.08,1279.08,0.0,109.29,0.11,65.96,0.0,Regular,In-Store,10151,1279.08
INV-10152,CUST-7775,SRV-407,2024-06-11,Partially Paid,PayPal,Smart TV,Support,Electronics,3,354.52,3812.07,4356.19,2775.22,1580.97,1270.69,0.093,189.6,0.0,Corporate,Phone,10152,4356.19
INV-10153,CUST-7688,SRV-252,2024-07-07,Overdue,Bank Transfer,Motor Oil,Maintenance,Automotive,9,249.32,1846.8,2166.38,0.0,2166.38,205.2,0.135,70.26,0.0,Premium,In-Store,10153,2166.38
INV-10154,CUST-3196,SRV-497,2024-05-09,Paid,Check,Yoga Mat,Installation,Sports,2,75.12,556.44,645.78,645.78,0.0,278.22,0.135,14.22,0.0,Regular,In-Store,10154,645.78
INV-10155,CUST-1647,SRV-994,2023-11-17,Partially Paid,Check,Self-Help Book,Consultation,Books,9,16.1,226.71,259.68,69.97,189.71,25.19,0.071,16.87,0.0,Regular,Online,10155,259.68
INV-10156,CUST-8846,SRV-348,2025-08-16,Paid,Bank Transfer,Biography,Express Delivery,Books,9,22.82,292.59,329.45,329.45,0.0,32.51,0.078,14.04,0.0,Regular,In-Store,10156,329.45
INV-10157,CUST-8692,SRV-879,2024-07-27,Paid,PayPal,Cookbook,Installation,Books,7,12.57,92.4,93.53,93.53,0.0,13.2,0.136,5.96,17.4,VIP,Online,10157,93.53
INV-10158,CUST-6404,SRV-335,2024-09-26,Paid,Digital Wallet,Biography,Support,Books,6,22.18,168.06,203.35,203.35,0.0,28.01,0.132,13.11,0.0,Regular,Online,10158,203.35
INV-10159,CUST-3293,SRV-837,2025-03-16,Paid,Debit Card,Snack Pack,Support,Food & Beverage,1,3.83,28.58,33.11,33.11,0.0,28.58,0.134,0.7,0.0,Regular,Mobile App,10159,33.11
INV-10160,CUST-4791,SRV-169,2025-08-28,Partially Paid,Cash,Sofa,Express Delivery,Home & Garden,9,121.77,2174.4,2422.86,1520.17,902.69,241.6,0.056,126.69,0.0,Regular,In-Store,10160,2422.86
INV-10161,CUST-1194,SRV-117,2025-02-27,Paid,Cash,Gym Equipment,Installation,Sports,1,19.27,160.62,187.25,187.25,0.0,160.62,0.12,7.36,0.0,Corporate,Online,10161,187.25
INV-10162,CUST-4144,SRV-734,2025-02-24,Paid,Credit Card,Tennis Racket,Installation,Sports,7,43.06,294.91,285.84,285.84,0.0,42.13,0.146,14.02,66.15,Corporate,Phone,10162,285.84
INV-10163,CUST-1519,SRV-195,2024-10-23,Paid,Cash,Car Accessories,Support,Automotive,8,20.71,406.08,439.09,439.09,0.0,50.76,0.051,12.3,0.0,Corporate,Marketplace,10163,439.09
INV-10164,CUST-2562,SRV-640,2023-10-17,Overdue,Digital Wallet,Textbook,Maintenance,Books,10,23.81,432.9,467.3,0.0,467.3,43.29,0.055,10.59,0.0,Regular,Online,10164,467.3
INV-10165,CUST-4394,SRV-701,2024-01-29,Paid,Check,Car Parts,Installation,Automotive,3,76.61,715.98,843.4,843.4,0.0,238.66,0.107,50.81,0.0,Regular,Online,10165,843.4
INV-10166,CUST-2284,SRV-612,2024-08-23,Paid,Credit Card,Laptop,Warranty,Electronics,4,566.3,6741.68,7753.88,7753.88,0.0,1685.42,0.084,445.9,0.0,Corporate,In-Store,10166,7753.88
INV-10167,CUST-8381,SRV-602,2024-04-24,Paid,Credit Card,Skincare Set,Warranty,Beauty,7,26.22,240.59,277.11,277.11,0.0,34.37,0.109,10.3,0.0,Regular,Online,10167,277.11
INV-10168,CUST-3526,SRV-489,2025-09-01,Pending,Credit Card,Bedding Set,Warranty,Home & Garden,6,69.5,1177.98,1337.69,0.0,1337.69,196.33,0.059,90.21,0.0,Regular,Online,10168,1337.69
INV-10169,CUST-8353,SRV-670,2025-03-25,Paid,Bank Transfer,Car Parts,Standard Shipping,Automotive,2,18.99,321.9,358.88,358.88,0.0,160.95,0.059,17.99,0.0,Regular,Mobile App,10169,358.88
INV-10170,CUST-4977,SRV-685,2025-02-18,Paid,Credit Card,Bedding Set,Warranty,Home & Garden,3,21.83,272.85,264.92,264.92,0.0,90.95,0.08,13.53,43.29,Premium,Online,10170,264.92
INV-10171,CUST-5040,SRV-838,2025-06-05,Overdue,Bank Transfer,Energy Drink,Support,Food & Beverage,4,6.55,102.4,111.04,0.0,111.04,25.6,0.064,2.09,0.0,Corporate,Online,10171,111.04
INV-10172,CUST-3230,SRV-407,2024-07-28,Paid,Debit Card,Biography,Installation,Books,3,34.19,232.56,275.47,275.47,0.0,77.52,0.147,8.72,0.0,Premium,Online,10172,275.47
INV-10173,CUST-5592,SRV-936,2024-10-10,Partially Paid,Bank Transfer,Face Cream,Support,Beauty,4,38.68,368.4,429.52,201.57,227.95,92.1,0.105,22.44,0.0,VIP,Mobile App,10173,429.52
INV-10174,CUST-2133,SRV-938,2024-10-26,Paid,Bank Transfer,Snack Pack,Consultation,Food & Beverage,5,9.22,79.45,93.67,93.67,0.0,15.89,0.116,5.0,0.0,New,In-Store,10174,93.67
INV-10175,CUST-9755,SRV-618,2025-08-12,Paid,Check,Tools,Standard Shipping,Automotive,6,227.63,1737.6,2061.89,2061.89,0.0,289.6,0.131,96.66,0.0,Regular,Online,10175,2061.89
INV-10176,CUST-1725,SRV-676,2025-06-25,Paid,Debit Card,Tires,Maintenance,Automotive,7,29.06,484.4,529.6,529.6,0.0,69.2,0.06,16.14,0.0,VIP,In-Store,10176,529.6
INV-10177,CUST-7408,SRV-574,2025-07-30,Paid,Bank Transfer,Lamp,Standard Shipping,Home & Garden,8,54.95,597.28,528.31,528.31,0.0,74.66,0.092,46.41,170.33,Regular,Mobile App,10177,528.31
INV-10178,CUST-9537,SRV-594,2024-08-25,Pending,Debit Card,Organic Coffee,Warranty,Food & Beverage,8,12.38,154.8,137.2,0.0,137.2,19.35,0.08,10.62,40.6,VIP,Mobile App,10178,137.2
INV-10179,CUST-4996,SRV-628,2024-02-29,Paid,Cash,Lamp,Support,Home & Garden,7,245.42,3361.89,3049.85,3049.85,0.0,480.27,0.073,148.94,706.4,Regular,Mobile App,10179,3049.85
INV-10180,CUST-8365,SRV-706,2024-11-16,Overdue,PayPal,Car Parts,Consultation,Automotive,4,53.07,424.56,474.69,77.37,397.32,106.14,0.125,29.09,32.03,Premium,Phone,10180,474.69
INV-10181,CUST-9019,SRV-640,2025-06-19,Paid,Digital Wallet,Skincare Set,Warranty,Beauty,10,38.88,637.4,702.49,702.49,0.0,63.74,0.061,26.21,0.0,VIP,Online,10181,702.49
INV-10182,CUST-2388,SRV-788,2024-01-19,Paid,Bank Transfer,Face Cream,Express Delivery,Beauty,5,10.71,123.05,137.26,137.26,0.0,24.61,0.087,3.5,0.0,Premium,Online,10182,137.26
INV-10183,CUST-9804,SRV-810,2025-06-25,Overdue,Debit Card,Garden Tool,Express Delivery,Home & Garden,8,89.53,1297.6,1478.64,0.0,1478.64,162.2,0.069,91.51,0.0,Premium,Mobile App,10183,1478.64
INV-10184,CUST-9281,SRV-768,2025-01-22,Pending,Credit Card,Car Care Products,Warranty,Automotive,7,192.63,2049.25,2303.43,0.0,2303.43,292.75,0.094,61.55,0.0,Regular,Online,10184,2303.43
INV-10185,CUST-9808,SRV-395,2024-02-23,Overdue,Credit Card,Energy Drink,Consultation,Food & Beverage,8,14.51,237.92,258.82,0.0,258.82,29.74,0.061,6.39,0.0,Corporate,Mobile App,10185,258.82
INV-10186,CUST-8231,SRV-659,2024-04-14,Overdue,Digital Wallet,Car Parts,Consultation,Automotive,4,84.09,560.6,671.03,0.0,671.03,140.15,0.15,26.34,0.0,New,Mobile App,10186,671.03
INV-10187,CUST-4438,SRV-930,2025-04-28,Paid,Cash,Makeup Kit,Support,Beauty,7,14.14,220.99,227.96,227.96,0.0,31.57,0.064,7.16,14.33,Regular,Online,10187,227.96
INV-10188,CUST-5794,SRV-396,2025-04-12,Pending,Debit Card,Gym Equipment,Consultation,Sports,2,14.49,115.92,121.76,0.0,121.76,57.96,0.125,5.18,13.83,VIP,Online,10188,121.76
INV-10189,CUST-6277,SRV-948,2024-05-14,Pending,Check,Car Accessories,Express Delivery,Automotive,10,298.31,2639.9,2394.02,0.0,2394.02,263.99,0.113,112.22,656.41,Premium,Online,10189,2394.02
INV-10190,CUST-7046,SRV-565,2025-01-15,Paid,Debit Card,Skincare Set,Standard Shipping,Beauty,2,21.46,223.58,258.42,258.42,0.0,111.79,0.096,13.38,0.0,Premium,Marketplace,10190,258.42
INV-10191,CUST-4470,SRV-606,2024-06-04,Pending,Credit Card,Shampoo,Installation,Beauty,9,86.74,810.63,937.19,0.0,937.19,90.07,0.107,39.82,0.0,Regular,In-Store,10191,937.19
INV-10192,CUST-8529,SRV-116,2024-01-09,Overdue,PayPal,Plant Pot,Warranty,Home & Garden,1,46.14,496.12,581.82,0.0,581.82,496.12,0.093,39.56,0.0,Corporate,Online,10192,581.82
INV-10193,CUST-6905,SRV-356,2023-11-27,Paid,Credit Card,Makeup Kit,Consultation,Beauty,3,5.2,46.05,54.18,54.18,0.0,15.35,0.113,2.93,0.0,Regular,Online,10193,54.18
INV-10194,CUST-8812,SRV-179,2024-01-17,Paid,Credit Card,Self-Help Book,Consultation,Books,8,10.22,85.2,101.3,101.3,0.0,10.65,0.12,5.88,0.0,Regular,Online,10194,101.3
INV-10195,CUST-2463,SRV-848,2023-12-17,Paid,Credit Card,Dress,Installation,Clothing,5,25.63,201.85,180.44,180.44,0.0,40.37,0.127,13.16,60.2,Premium,In-Store,10195,180.44
INV-10196,CUST-3688,SRV-550,2024-08-28,Paid,Check,Technical Manual,Consultation,Books,3,25.0,223.17,197.38,197.38,0.0,74.39,0.112,10.39,61.18,Regular,Online,10196,197.38
INV-10197,CUST-8035,SRV-422,2024-01-25,Partially Paid,PayPal,Cookbook,Consultation,Books,2,6.02,54.74,64.22,7.8,56.42,27.37,0.11,3.46,0.0,Corporate,Online,10197,64.22
INV-10198,CUST-9348,SRV-293,2024-10-09,Paid,PayPal,Sports Jersey,Standard Shipping,Sports,4,38.69,634.28,704.67,704.67,0.0,158.57,0.061,31.7,0.0,New,Mobile App,10198,704.67
INV-10199,CUST-3162,SRV-496,2025-04-08,Paid,Credit Card,Tires,Support,Automotive,3,135.81,936.63,1071.83,1071.83,0.0,312.21,0.145,62.03,62.64,Regular,Mobile App,10199,1071.83
INV-10200,CUST-7520,SRV-618,2024-06-23,Paid,Debit Card,Car Accessories,Consultation,Automotive,7,44.04,423.5,491.66,491.66,0.0,60.5,0.104,24.12,0.0,Premium,Marketplace,10200,491.66
INV-10201,CUST-3545,SRV-649,2024-08-03,Partially Paid,Credit Card,Tools,Consultation,Automotive,2,27.21,289.52,306.91,59.17,247.74,144.76,0.094,22.35,32.17,Premium,Online,10201,306.91
INV-10202,CUST-3877,SRV-222,2023-09-16,Paid,Check,Bedding Set,Standard Shipping,Home & Garden,3,66.5,782.4,888.83,888.83,0.0,260.8,0.085,39.93,0.0,Regular,Mobile App,10202,888.83
INV-10203,CUST-5403,SRV-850,2024-01-02,Paid,PayPal,Tablet,Maintenance,Electronics,7,227.5,4062.52,4544.9,4544.9,0.0,580.36,0.056,254.88,0.0,Premium,Online,10203,4544.9
INV-10204,CUST-3734,SRV-476,2024-02-12,Paid,Bank Transfer,Running Shoes,Support,Sports,2,16.96,167.9,188.66,188.66,0.0,83.95,0.101,3.8,0.0,Premium,Mobile App,10204,188.66
INV-10205,CUST-3932,SRV-978,2023-10-10,Paid,Debit Card,Motor Oil,Installation,Automotive,4,89.8,736.04,747.14,747.14,0.0,184.01,0.122,26.7,105.4,Corporate,Online,10205,747.14
INV-10206,CUST-9450,SRV-147,2024-10-18,Paid,Digital Wallet,Jacket,Maintenance,Clothing,5,64.03,790.5,874.44,874.44,0.0,158.1,0.081,19.91,0.0,Regular,Online,10206,874.44
INV-10207,CUST-4974,SRV-575,2024-09-15,Paid,Digital Wallet,Snack Pack,Consultation,Food & Beverage,9,26.47,352.98,386.64,386.64,0.0,39.22,0.075,7.19,0.0,Regular,Phone,10207,386.64
INV-10208,CUST-1157,SRV-443,2023-09-05,Paid,Check,Car Care Products,Consultation,Automotive,5,35.26,342.3,389.3,389.3,0.0,68.46,0.103,11.74,0.0,New,Online,10208,389.3
INV-10209,CUST-1719,SRV-337,2025-02-17,Paid,Bank Transfer,Car Care Products,Installation,Automotive,8,181.23,3124.72,2589.59,2589.59,0.0,390.59,0.058,80.41,796.77,Premium,Phone,10209,2589.59
INV-10210,CUST-3141,SRV-342,2024-06-28,Paid,Digital Wallet,Tennis Racket,Maintenance,Sports,7,187.66,1513.4,1760.21,1760.21,0.0,216.2,0.124,59.15,0.0,Regular,Mobile App,10210,1760.21
INV-10211,CUST-2785,SRV-259,2023-12-21,Paid,Debit Card,Plant Pot,Warranty,Home & Garden,6,136.09,1308.54,1380.25,1380.25,0.0,218.09,0.104,101.91,166.29,Regular,Mobile App,10211,1380.25
INV-10212,CUST-5984,SRV-946,2025-08-25,Paid,Digital Wallet,Smartphone,Maintenance,Electronics,6,246.28,2035.38,2440.63,2440.63,0.0,339.23,0.121,158.97,0.0,Regular,Marketplace,10212,2440.63
INV-10213,CUST-1509,SRV-514,2024-12-10,Cancelled,Digital Wallet,Fiction Novel,Warranty,Books,2,8.48,132.54,143.77,0.0,143.77,66.27,0.064,2.75,0.0,Regular,In-Store,10213,143.77
INV-10214,CUST-2376,SRV-696,2025-04-26,Overdue,Cash,Running Shoes,Standard Shipping,Sports,2,17.34,150.74,138.94,65.46,73.48,75.37,0.115,10.33,39.47,Regular,In-Store,10214,138.94
INV-10215,CUST-7471,SRV-608,2023-10-04,Paid,Cash,Car Care Products,Warranty,Automotive,3,68.09,482.88,568.59,568.59,0.0,160.96,0.141,17.62,0.0,Premium,Online,10215,568.59
INV-10216,CUST-5835,SRV-610,2024-10-29,Paid,Cash,Organic Coffee,Standard Shipping,Food & Beverage,5,10.23,111.2,127.94,127.94,0.0,22.24,0.092,6.51,0.0,New,Mobile App,10216,127.94
INV-10217,CUST-7266,SRV-900,2025-09-03,Paid,Credit Card,Perfume,Support,Beauty,8,48.66,454.8,521.33,521.33,0.0,56.85,0.107,17.87,0.0,Premium,Mobile App,10217,521.33
INV-10218,CUST-5602,SRV-159,2024-12-30,Partially Paid,Debit Card,Skincare Set,Express Delivery,Beauty,3,7.73,66.66,76.79,11.11,65.68,22.22,0.116,2.4,0.0,New,In-Store,10218,76.79
INV-10219,CUST-7363,SRV-463,2024-02-28,Partially Paid,Debit Card,Dining Table,Support,Home & Garden,6,293.72,2447.7,2373.52,1307.54,1065.98,407.95,0.12,183.18,551.08,Premium,Mobile App,10219,2373.52
INV-10220,CUST-9064,SRV-655,2024-07-16,Paid,Digital Wallet,Plant Pot,Standard Shipping,Home & Garden,2,11.37,103.36,116.92,116.92,0.0,51.68,0.11,2.19,0.0,Premium,Online,10220,116.92
INV-10221,CUST-3907,SRV-921,2024-07-31,Paid,Check,Laptop,Express Delivery,Electronics,10,911.46,14241.6,15532.67,15532.67,0.0,1424.16,0.064,379.61,0.0,Regular,Mobile App,10221,15532.67
INV-10222,CUST-7481,SRV-700,2023-12-16,Paid,Check,Shampoo,Installation,Beauty,3,54.08,439.71,514.11,514.11,0.0,146.57,0.123,20.32,0.0,Regular,Marketplace,10222,514.11
INV-10223,CUST-6846,SRV-328,2025-07-16,Paid,Cash,Plant Pot,Installation,Home & Garden,5,52.58,427.45,512.91,512.91,0.0,85.49,0.123,32.88,0.0,New,Online,10223,512.91
INV-10224,CUST-6213,SRV-928,2025-05-22,Paid,Credit Card,Technical Manual,Support,Books,2,9.67,151.14,125.91,125.91,0.0,75.57,0.064,9.78,44.68,Corporate,Mobile App,10224,125.91
INV-10225,CUST-6500,SRV-557,2023-09-15,Paid,Bank Transfer,Yoga Mat,Express Delivery,Sports,2,30.48,236.26,243.98,243.98,0.0,118.13,0.129,14.94,37.7,Regular,In-Store,10225,243.98
INV-10226,CUST-7204,SRV-459,2025-03-16,Pending,Credit Card,Car Parts,Maintenance,Automotive,8,278.06,2574.64,2602.12,0.0,2602.12,321.83,0.108,168.63,419.21,Regular,Online,10226,2602.12
INV-10227,CUST-2715,SRV-175,2024-08-19,Pending,Credit Card,Plant Pot,Express Delivery,Home & Garden,2,79.76,569.7,664.04,0.0,664.04,284.85,0.14,14.58,0.0,Premium,In-Store,10227,664.04
INV-10228,CUST-3703,SRV-721,2024-11-21,Pending,PayPal,Sofa,Standard Shipping,Home & Garden,6,50.77,735.84,832.11,0.0,832.11,122.64,0.069,45.5,0.0,Regular,Online,10228,832.11
INV-10229,CUST-2571,SRV-150,2024-10-10,Paid,Debit Card,Snack Pack,Standard Shipping,Food & Beverage,6,1.83,31.02,35.0,35.0,0.0,5.17,0.059,2.15,0.0,Regular,Online,10229,35.0
INV-10230,CUST-5781,SRV-183,2024-12-31,Paid,Bank Transfer,Dress,Maintenance,Clothing,7,99.36,714.84,839.86,839.86,0.0,102.12,0.139,25.66,0.0,Regular,Online,10230,839.86
INV-10231,CUST-8303,SRV-145,2024-05-30,Paid,Digital Wallet,Spice Set,Installation,Food & Beverage,4,18.09,170.68,193.73,193.73,0.0,42.67,0.106,4.96,0.0,VIP,In-Store,10231,193.73
INV-10232,CUST-4727,SRV-666,2023-11-05,Paid,Credit Card,Tools,Warranty,Automotive,9,368.35,2557.98,2746.38,2746.38,0.0,284.22,0.144,139.06,319.01,Corporate,In-Store,10232,2746.38
INV-10233,CUST-9467,SRV-919,2025-04-11,Paid,Check,Sofa,Maintenance,Home & Garden,8,126.83,856.96,1050.92,1050.92,0.0,107.12,0.148,67.13,0.0,Premium,In-Store,10233,1050.92
INV-10234,CUST-3422,SRV-954,2025-05-05,Paid,Credit Card,Tennis Racket,Consultation,Sports,2,9.41,88.74,102.86,102.86,0.0,44.37,0.106,4.71,0.0,Corporate,Mobile App,10234,102.86
INV-10235,CUST-9561,SRV-900,2024-11-06,Pending,Digital Wallet,Jacket,Express Delivery,Clothing,3,38.82,359.46,398.81,0.0,398.81,119.82,0.108,28.0,27.47,Corporate,In-Store,10235,398.81
INV-10236,CUST-6633,SRV-998,2024-10-28,Pending,Bank Transfer,Bicycle,Consultation,Sports,8,139.81,1441.36,1624.89,0.0,1624.89,180.17,0.097,43.72,0.0,VIP,Online,10236,1624.89
INV-10237,CUST-6431,SRV-807,2024-05-04,Paid,Check,Camera,Warranty,Electronics,5,467.79,8996.05,10084.96,10084.96,0.0,1799.21,0.052,621.12,0.0,Premium,Phone,10237,10084.96
INV-10238,CUST-4734,SRV-237,2024-07-07,Paid,Cash,Wine Bottle,Installation,Food & Beverage,7,13.31,225.54,249.34,249.34,0.0,32.22,0.059,10.49,0.0,Premium,Mobile App,10238,249.34
INV-10239,CUST-1920,SRV-627,2024-02-13,Paid,Debit Card,Dress,Consultation,Clothing,9,103.25,806.67,951.43,951.43,0.0,89.63,0.128,41.51,0.0,Corporate,Mobile App,10239,951.43
INV-10240,CUST-5087,SRV-133,2024-12-14,Paid,PayPal,Tablet,Consultation,Electronics,4,308.49,2337.04,2763.1,2763.1,0.0,584.26,0.132,117.57,0.0,Regular,In-Store,10240,2763.1
INV-10241,CUST-8308,SRV-281,2025-01-01,Paid,Debit Card,Shampoo,Express Delivery,Beauty,5,68.04,571.75,661.0,661.0,0.0,114.35,0.119,21.21,0.0,Premium,Mobile App,10241,661.0
INV-10242,CUST-4688,SRV-793,2024-04-02,Pending,Credit Card,Sports Jersey,Warranty,Sports,9,29.5,230.49,211.16,0.0,211.16,25.61,0.128,15.22,64.05,Premium,Online,10242,211.16
INV-10243,CUST-6004,SRV-829,2025-08-30,Pending,Credit Card,Bicycle,Warranty,Sports,6,64.16,891.12,989.26,0.0,989.26,148.52,0.072,33.98,0.0,Premium,In-Store,10243,989.26
INV-10244,CUST-7131,SRV-674,2025-06-27,Paid,Check,Tennis Racket,Consultation,Sports,2,26.02,309.78,347.13,347.13,0.0,154.89,0.084,11.33,0.0,VIP,Online,10244,347.13
INV-10245,CUST-3456,SRV-629,2024-05-07,Paid,Bank Transfer,Gaming Console,Maintenance,Electronics,10,687.15,8379.9,7844.02,7844.02,0.0,837.99,0.082,237.95,1460.98,Corporate,Online,10245,7844.02
INV-10246,CUST-1578,SRV-697,2025-08-29,Paid,Debit Card,Cookbook,Consultation,Books,4,26.47,232.16,269.9,269.9,0.0,58.04,0.114,11.27,0.0,Regular,Mobile App,10246,269.9
INV-10247,CUST-3967,SRV-400,2023-12-12,Overdue,Debit Card,Snack Pack,Consultation,Food & Beverage,5,19.94,188.15,222.16,0.0,222.16,37.63,0.106,14.07,0.0,Regular,Phone,10247,222.16
INV-10248,CUST-6031,SRV-530,2024-08-08,Paid,Bank Transfer,Shampoo,Support,Beauty,5,22.89,369.25,400.71,400.71,0.0,73.85,0.062,8.57,0.0,Premium,Mobile App,10248,400.71
INV-10249,CUST-9199,SRV-222,2025-08-01,Paid,Bank Transfer,Tools,Installation,Automotive,7,47.25,350.0,353.83,353.83,0.0,50.0,0.135,9.88,53.3,Corporate,Online,10249,353.83
INV-10250,CUST-3954,SRV-897,2023-11-25,Paid,Digital Wallet,Wine Bottle,Consultation,Food & Beverage,3,3.21,57.3,49.26,49.26,0.0,19.1,0.056,2.7,13.95,Regular,Mobile App,10250,49.26
INV-10251,CUST-2442,SRV-232,2025-05-25,Pending,PayPal,Car Care Products,Warranty,Automotive,7,129.48,1321.18,1477.45,0.0,1477.45,188.74,0.098,26.79,0.0,New,Mobile App,10251,1477.45
INV-10252,CUST-9700,SRV-295,2023-09-22,Paid,Credit Card,Camera,Consultation,Electronics,4,271.15,1964.88,1966.63,1966.63,0.0,491.22,0.138,76.09,345.49,Regular,Online,10252,1966.63
INV-10253,CUST-5764,SRV-566,2025-02-17,Partially Paid,Check,Perfume,Consultation,Beauty,3,23.8,170.01,152.07,64.28,87.79,56.67,0.14,7.06,48.8,Regular,Marketplace,10253,152.07
