Invoice number,Customer id,Service id,Agent id,Billing date,Payment status,Transaction type,Mode of payment,Plan name,Plan category,Plan Charge,Tax amount,Actual amount,Billed amount,Paid amount,Balance amount,Plan start date,Plan end date,Zone area,Data buyed,Data used,Billing cycle,No of valid days,Leakage,Anomaly type,Type
INV10114,CUST2723,SERV211,AGENT28,2024-01-21,Paid,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-01-21,2024-04-20,South,100,23.148281983556917,90,90,No,No Anomaly,No Anomaly
INV10115,CUST1694,SERV295,AGENT38,2024-02-24,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-02-24,2024-04-24,West,100,98.06365336208947,60,60,No,No Anomaly,No Anomaly
INV10116,CUST3450,SERV488,AGENT97,2024-12-08,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-12-08,2025-01-07,South,10,4.5913902256253145,30,30,No,No Anomaly,No Anomaly
INV10117,CUST4637,SERV894,AGENT33,2024-09-26,Failed,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-09-26,2024-11-25,West,100,64.47780947720636,60,60,No,No Anomaly,No Anomaly
INV10118,CUST4084,SERV903,AGENT88,2023-12-09,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-12-09,2024-02-07,South,20,4.091085655416107,60,60,No,No Anomaly,No Anomaly
INV15428,CUST3420,SERV432,AGENT60,2024-02-17,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-02-17,2024-04-17,West,50,,60,60,Yes,Duplicate entries,Duplicate entries
INV10120,CUST9047,SERV314,AGENT84,2023-04-03,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-04-03,2023-07-02,East,100,91.27565022093204,90,90,No,No Anomaly,No Anomaly
INV10121,CUST5782,SERV685,AGENT40,2022-03-20,Pending,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,691.6483522333052,16.351647766694782,2022-03-20,2022-05-19,East,50,,60,60,Yes,Under payment,Under payment
INV10122,CUST6826,SERV204,AGENT95,2023-05-16,Pending,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2023-05-16,2023-08-14,East,200,159.94840638145237,90,90,No,No Anomaly,No Anomaly
INV16065,CUST9419,SERV885,AGENT76,2022-06-15,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-06-15,2022-08-14,North,20,,60,60,Yes,Duplicate entries,Duplicate entries
INV10124,CUST1753,SERV610,AGENT48,2024-10-30,Pending,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,906.4722850022966,37.527714997703356,2024-10-30,2024-12-29,North,50,,60,60,Yes,Under payment,Under payment
INV10125,CUST8497,SERV190,AGENT59,2024-06-11,Failed,Refund,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-06-11,2024-07-11,North,100,18.018703031804574,30,30,No,No Anomaly,No Anomaly
INV10126,CUST6668,SERV143,AGENT37,2024-02-16,Paid,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-02-16,2024-04-16,South,200,61.75796309358774,60,60,No,No Anomaly,No Anomaly
INV10127,CUST7239,SERV623,AGENT24,2023-06-03,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-06-03,2023-08-02,East,20,16.77694929650779,60,60,No,No Anomaly,No Anomaly
INV10128,CUST1864,SERV287,AGENT92,2022-02-26,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-02-26,2022-03-28,South,100,105.98218788999642,30,30,Yes,Extra data usage,Extra data usage
INV16740,CUST9579,SERV500,AGENT88,2022-09-27,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-09-27,2022-11-26,North,200,,60,60,Yes,Duplicate entries,Duplicate entries
INV10130,CUST1218,SERV237,AGENT14,2023-08-14,Pending,Sale,UPI,Premium,Prepaid,600,108.0,708.0,660.8082360106389,0.0,660.8082360106389,2023-08-14,2023-10-13,West,20,,60,60,Yes,Missing charges,Missing charges
INV10131,CUST5399,SERV442,AGENT30,2024-05-28,Paid,Refund,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-05-28,2024-08-26,East,200,128.11831280721668,90,90,No,No Anomaly,No Anomaly
INV10132,CUST6540,SERV777,AGENT43,2023-01-24,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-01-24,2023-03-25,South,20,14.278084257300925,60,60,No,No Anomaly,No Anomaly
INV10133,CUST9077,SERV276,AGENT39,2023-12-08,Pending,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,682.7497787631856,25.250221236814355,2023-12-08,2024-01-07,East,10,,30,30,Yes,Under payment,Under payment
INV10134,CUST7202,SERV311,AGENT72,2023-07-02,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-07-02,2023-08-01,South,200,204.96400770290987,30,30,Yes,Extra data usage,Extra data usage
INV10135,CUST3503,SERV689,AGENT57,2023-12-04,Pending,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,209.8333747081319,26.166625291868087,2023-12-04,2024-02-02,West,100,,60,60,Yes,Under payment,Under payment
INV10136,CUST5462,SERV112,AGENT36,2022-07-16,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,919.1463729256728,919.1463729256728,0.0,2022-07-16,2022-08-15,West,100,,30,30,Yes,Missing charges,Missing charges
INV10137,CUST8395,SERV469,AGENT64,2023-12-07,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-12-07,2024-03-06,East,20,10.68431802250972,90,90,No,No Anomaly,No Anomaly
INV10138,CUST8710,SERV351,AGENT92,2024-04-04,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,215.88533908964746,215.88533908964746,0.0,2024-04-04,2024-07-03,North,50,,90,90,Yes,Missing charges,Missing charges
INV10139,CUST4140,SERV403,AGENT81,2022-04-03,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,924.9812353601209,924.9812353601209,0.0,2022-04-03,2022-05-03,West,100,,30,30,Yes,Missing charges,Missing charges
INV10140,CUST4911,SERV702,AGENT35,2023-05-03,Pending,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,678.7036778381532,29.296322161846774,2023-05-03,2023-07-02,East,100,,60,60,Yes,Under payment,Under payment
INV10141,CUST7882,SERV872,AGENT53,2023-03-14,Paid,Refund,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-03-14,2023-05-13,East,200,149.97014924858146,60,60,No,No Anomaly,No Anomaly
INV10142,CUST2166,SERV466,AGENT77,2023-06-27,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-06-27,2023-09-25,North,20,19.35102436313072,90,90,No,No Anomaly,No Anomaly
INV10143,CUST2258,SERV214,AGENT44,2024-01-24,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,283.31247879187947,-47.31247879187947,2024-01-24,2024-02-23,South,100,,30,30,Yes,Excess payment,Excess payment
INV10144,CUST9419,SERV352,AGENT16,2022-05-27,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,742.927839223965,-34.92783922396495,2022-05-27,2022-07-26,West,20,,60,60,Yes,Excess payment,Excess payment
INV10145,CUST8622,SERV602,AGENT38,2022-12-09,Pending,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2022-12-09,2023-01-08,South,50,,30,35,Yes,Usage mismatch,Usage mismatch
INV10146,CUST5014,SERV398,AGENT67,2022-09-27,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-09-27,2022-10-27,South,20,19.937163473896934,30,30,No,No Anomaly,No Anomaly
INV10147,CUST5729,SERV488,AGENT36,2023-02-10,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2023-02-10,2023-05-11,West,200,205.21425091192305,90,90,Yes,Extra data usage,Extra data usage
INV10148,CUST8988,SERV610,AGENT40,2023-07-17,Pending,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,662.6432183781682,45.35678162183183,2023-07-17,2023-08-16,South,50,,30,30,Yes,Under payment,Under payment
INV16793,CUST2462,SERV457,AGENT47,2024-10-07,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-10-07,2024-11-06,West,200,,30,30,Yes,Duplicate entries,Duplicate entries
INV10150,CUST1494,SERV476,AGENT11,2024-07-19,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,450.2169747562177,21.783025243782276,2024-07-19,2024-09-17,East,100,,60,60,Yes,Under payment,Under payment
INV10151,CUST4389,SERV185,AGENT66,2024-08-08,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-08-08,2024-11-06,East,200,201.4369454300669,90,90,Yes,Extra data usage,Extra data usage
INV10152,CUST5004,SERV549,AGENT38,2022-04-22,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-04-22,2022-05-22,South,100,,30,34,Yes,Usage mismatch,Usage mismatch
INV10153,CUST3091,SERV268,AGENT89,2023-01-18,Paid,Refund,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-01-18,2023-03-19,South,100,2.5678218326874003,60,60,No,No Anomaly,No Anomaly
INV10154,CUST5240,SERV607,AGENT11,2024-11-01,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-11-01,2024-12-31,North,50,55.460397521225076,60,60,Yes,Extra data usage,Extra data usage
INV10155,CUST7867,SERV321,AGENT12,2023-01-13,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-01-13,2023-04-13,East,200,126.31734385197933,90,90,No,No Anomaly,No Anomaly
INV10156,CUST5188,SERV745,AGENT81,2023-06-28,Pending,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2023-06-28,2023-09-26,North,20,26.08943703003363,90,90,Yes,Extra data usage,Extra data usage
INV10157,CUST9564,SERV727,AGENT60,2024-11-15,Pending,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,189.10801159863573,46.89198840136427,2024-11-15,2025-02-13,North,20,,90,90,Yes,Under payment,Under payment
INV10158,CUST8716,SERV255,AGENT37,2023-07-22,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-07-22,2023-09-20,East,200,159.90986402267126,60,60,No,No Anomaly,No Anomaly
INV10159,CUST9502,SERV208,AGENT81,2024-12-12,Pending,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-12-12,2025-01-11,East,10,8.42191295751322,30,30,No,No Anomaly,No Anomaly
INV10160,CUST6916,SERV362,AGENT69,2023-04-19,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-04-19,2023-06-18,West,10,,60,64,Yes,Usage mismatch,Usage mismatch
INV10161,CUST9768,SERV842,AGENT99,2022-08-07,Pending,Sale,UPI,Premium,Prepaid,600,108.0,708.0,693.4464764266596,0.0,693.4464764266596,2022-08-07,2022-10-06,West,100,,60,60,Yes,Missing charges,Missing charges
INV10162,CUST1875,SERV276,AGENT69,2023-09-26,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-09-26,2023-11-25,East,200,165.725837614739,60,60,No,No Anomaly,No Anomaly
INV10163,CUST1502,SERV869,AGENT75,2024-10-16,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2024-10-16,2024-11-15,North,200,68.86472867595606,30,30,No,No Anomaly,No Anomaly
INV10164,CUST8731,SERV751,AGENT36,2023-09-09,Pending,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2023-09-09,2023-12-08,South,10,9.037768565320969,90,90,No,No Anomaly,No Anomaly
INV10165,CUST4035,SERV798,AGENT75,2024-06-30,Paid,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-06-30,2024-07-30,East,10,5.402039379588687,30,30,No,No Anomaly,No Anomaly
INV10166,CUST4132,SERV503,AGENT62,2023-12-06,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-12-06,2024-02-04,West,20,1.6746743923718843,60,60,No,No Anomaly,No Anomaly
INV10167,CUST4635,SERV453,AGENT71,2022-01-04,Pending,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2022-01-04,2022-02-03,West,100,14.310840668550284,30,30,No,No Anomaly,No Anomaly
INV10168,CUST3347,SERV164,AGENT40,2024-10-22,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,504.127344195569,-32.12734419556898,2024-10-22,2025-01-20,West,50,,90,90,Yes,Excess payment,Excess payment
INV10169,CUST5383,SERV602,AGENT40,2022-10-10,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-10-10,2022-11-09,South,10,4.564500568934258,30,30,No,No Anomaly,No Anomaly
INV10170,CUST9867,SERV267,AGENT83,2024-05-01,Paid,Refund,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-05-01,2024-05-31,North,100,59.23508801524557,30,30,No,No Anomaly,No Anomaly
INV10171,CUST9717,SERV873,AGENT85,2022-05-31,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-05-31,2022-07-30,South,10,4.819548053494637,60,60,No,No Anomaly,No Anomaly
INV10172,CUST2961,SERV486,AGENT68,2022-03-06,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-03-06,2022-05-05,East,20,22.348773663111203,60,60,Yes,Extra data usage,Extra data usage
INV10173,CUST5973,SERV117,AGENT61,2024-02-24,Failed,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2024-02-24,2024-05-24,North,50,39.528964498936574,90,90,No,No Anomaly,No Anomaly
INV10174,CUST7356,SERV104,AGENT69,2022-06-25,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-06-25,2022-08-24,North,100,12.010622961624284,60,60,No,No Anomaly,No Anomaly
INV10175,CUST6220,SERV664,AGENT51,2022-06-18,Pending,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2022-06-18,2022-07-18,South,20,17.419470675112322,30,30,No,No Anomaly,No Anomaly
INV10176,CUST7114,SERV907,AGENT37,2023-06-09,Paid,Refund,UPI,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-06-09,2023-09-07,South,200,151.98328435585705,90,90,No,No Anomaly,No Anomaly
INV10177,CUST9637,SERV803,AGENT38,2023-03-31,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-03-31,2023-06-29,West,50,28.490530124119008,90,90,No,No Anomaly,No Anomaly
INV10178,CUST1865,SERV712,AGENT16,2024-04-25,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2024-04-25,2024-05-25,East,50,5.428989072189911,30,30,No,No Anomaly,No Anomaly
INV10179,CUST5706,SERV931,AGENT65,2024-03-07,Pending,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2024-03-07,2024-06-05,East,50,13.11381798296879,90,90,No,No Anomaly,No Anomaly
INV10180,CUST8327,SERV292,AGENT19,2023-04-18,Pending,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,667.3899501084708,40.61004989152923,2023-04-18,2023-06-17,North,200,,60,60,Yes,Under payment,Under payment
INV10181,CUST8551,SERV696,AGENT73,2022-08-30,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-08-30,2022-10-29,South,200,0.7606469749557476,60,60,No,No Anomaly,No Anomaly
INV12424,CUST9435,SERV441,AGENT57,2022-01-31,Failed,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2022-01-31,2022-05-01,South,20,,90,90,Yes,Duplicate entries,Duplicate entries
INV10183,CUST7583,SERV657,AGENT93,2022-06-07,Pending,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2022-06-07,2022-07-07,West,100,17.813222960556153,30,30,No,No Anomaly,No Anomaly
INV10184,CUST1979,SERV781,AGENT76,2023-04-14,Pending,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,443.2191726807257,28.780827319274294,2023-04-14,2023-07-13,East,10,,90,90,Yes,Under payment,Under payment
INV10185,CUST5496,SERV817,AGENT96,2022-09-30,Pending,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2022-09-30,2022-11-29,North,20,8.667627352367806,60,60,No,No Anomaly,No Anomaly
INV10186,CUST4568,SERV704,AGENT73,2023-10-04,Failed,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2023-10-04,2023-11-03,East,10,0.7534124886728388,30,30,No,No Anomaly,No Anomaly
INV10187,CUST5734,SERV948,AGENT64,2022-02-20,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-02-20,2022-05-21,North,200,34.50602917982435,90,90,No,No Anomaly,No Anomaly
INV10188,CUST1100,SERV856,AGENT95,2022-12-22,Paid,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-12-22,2023-02-20,East,200,131.6737408563172,60,60,No,No Anomaly,No Anomaly
INV10189,CUST2960,SERV655,AGENT67,2022-09-27,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2022-09-27,2022-10-27,West,20,5.506455713657761,30,30,No,No Anomaly,No Anomaly
INV10190,CUST4692,SERV241,AGENT19,2024-09-27,Pending,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2024-09-27,2024-11-26,West,50,48.34035571958746,60,60,No,No Anomaly,No Anomaly
INV10191,CUST8219,SERV408,AGENT77,2022-10-16,Failed,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2022-10-16,2022-11-15,East,10,14.206052031317626,30,30,Yes,Extra data usage,Extra data usage
INV10192,CUST1199,SERV130,AGENT78,2023-10-11,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-10-11,2023-12-10,North,100,11.029174832947252,60,60,No,No Anomaly,No Anomaly
INV10193,CUST2522,SERV959,AGENT17,2024-04-19,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-04-19,2024-06-18,South,200,129.1768486205438,60,60,No,No Anomaly,No Anomaly
INV10194,CUST3049,SERV207,AGENT44,2024-09-19,Pending,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2024-09-19,2024-11-18,South,50,3.0824915410858136,60,60,No,No Anomaly,No Anomaly
INV10195,CUST4294,SERV911,AGENT69,2022-12-23,Failed,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-12-23,2023-01-22,South,200,156.3030153480018,30,30,No,No Anomaly,No Anomaly
INV10196,CUST6353,SERV909,AGENT79,2023-10-09,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-10-09,2023-11-08,West,20,0.585739871458848,30,30,No,No Anomaly,No Anomaly
INV10197,CUST9737,SERV713,AGENT16,2024-07-24,Paid,Sale,Cash,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-07-24,2024-08-23,South,100,30.147932645648634,30,30,No,No Anomaly,No Anomaly
INV10198,CUST7453,SERV612,AGENT77,2023-08-21,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-08-21,2023-11-19,West,10,4.797849020325127,90,90,No,No Anomaly,No Anomaly
INV10199,CUST9320,SERV983,AGENT69,2023-11-29,Paid,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-11-29,2024-01-28,South,10,9.231018894724198,60,60,No,No Anomaly,No Anomaly
INV10200,CUST9074,SERV967,AGENT23,2022-11-20,Failed,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,0.0,236.0,2022-11-20,2023-01-19,East,100,5.774053452174854,60,60,No,No Anomaly,No Anomaly
INV10201,CUST9321,SERV908,AGENT47,2024-12-11,Failed,Sale,UPI,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2024-12-11,2025-01-10,West,100,22.981485941288838,30,30,No,No Anomaly,No Anomaly
INV10202,CUST6190,SERV407,AGENT10,2022-05-21,Pending,Sale,Net Banking,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2022-05-21,2022-08-19,South,10,2.365240403740201,90,90,No,No Anomaly,No Anomaly
INV10203,CUST3357,SERV731,AGENT75,2023-04-13,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,914.3124376101749,914.3124376101749,0.0,2023-04-13,2023-05-13,South,100,,30,30,Yes,Missing charges,Missing charges
INV10204,CUST1453,SERV766,AGENT98,2024-06-11,Pending,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,0.0,708.0,2024-06-11,2024-09-09,East,10,9.972155548739165,90,90,No,No Anomaly,No Anomaly
INV10205,CUST5673,SERV116,AGENT86,2022-10-24,Paid,Sale,Cash,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-10-24,2023-01-22,South,20,7.9481338525250695,90,90,No,No Anomaly,No Anomaly
INV10206,CUST3303,SERV465,AGENT35,2022-01-02,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2022-01-02,2022-04-02,East,50,43.25793885393848,90,90,No,No Anomaly,No Anomaly
INV10207,CUST9758,SERV749,AGENT42,2024-06-29,Paid,Sale,UPI,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2024-06-29,2024-08-28,North,10,9.263242868898576,60,60,No,No Anomaly,No Anomaly
INV10208,CUST7594,SERV527,AGENT29,2023-05-24,Pending,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2023-05-24,2023-07-23,West,20,18.886966384670167,60,60,No,No Anomaly,No Anomaly
INV14134,CUST8041,SERV126,AGENT64,2022-12-31,Pending,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-12-31,2023-03-01,East,10,,60,60,Yes,Duplicate entries,Duplicate entries
INV10210,CUST1169,SERV936,AGENT15,2024-04-15,Pending,Sale,Credit Card,Basic,Postpaid,200,36.0,236.0,236.0,210.32220697276512,25.677793027234884,2024-04-15,2024-05-15,South,200,,30,30,Yes,Under payment,Under payment
INV10211,CUST2457,SERV280,AGENT65,2022-07-02,Failed,Sale,Net Banking,Standard,Postpaid,400,72.0,472.0,472.0,0.0,472.0,2022-07-02,2022-09-30,East,20,,90,92,Yes,Usage mismatch,Usage mismatch
INV10212,CUST8094,SERV804,AGENT29,2023-09-27,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-09-27,2023-12-26,South,100,80.45293245249,90,90,No,No Anomaly,No Anomaly
INV10213,CUST7644,SERV546,AGENT41,2023-01-27,Paid,Sale,Credit Card,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-01-27,2023-03-28,North,100,0.7732882550361975,60,60,No,No Anomaly,No Anomaly
INV10214,CUST5385,SERV392,AGENT14,2023-11-09,Paid,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2023-11-09,2024-01-08,South,10,4.458825822795388,60,60,No,No Anomaly,No Anomaly
INV11624,CUST1007,SERV615,AGENT34,2023-11-04,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2023-11-04,2023-12-04,East,50,,30,30,Yes,Duplicate entries,Duplicate entries
INV10216,CUST8027,SERV514,AGENT60,2023-08-30,Paid,Sale,Cash,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-08-30,2023-11-28,North,50,31.428936278722038,90,90,No,No Anomaly,No Anomaly
INV10217,CUST9451,SERV612,AGENT43,2023-01-14,Pending,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,904.268276989324,39.73172301067598,2023-01-14,2023-04-14,North,50,,90,90,Yes,Under payment,Under payment
INV10218,CUST7815,SERV552,AGENT30,2023-06-28,Pending,Sale,Credit Card,Premium,Prepaid,600,108.0,708.0,686.425310899689,0.0,686.425310899689,2023-06-28,2023-07-28,East,100,,30,30,Yes,Missing charges,Missing charges
INV10219,CUST4236,SERV666,AGENT81,2022-10-16,Paid,Sale,Net Banking,Basic,Postpaid,200,36.0,236.0,236.0,236.0,0.0,2022-10-16,2023-01-14,East,50,,90,93,Yes,Usage mismatch,Usage mismatch
INV10220,CUST3516,SERV885,AGENT17,2023-09-13,Pending,Sale,UPI,Standard,Postpaid,400,72.0,472.0,425.80041085074373,0.0,425.80041085074373,2023-09-13,2023-12-12,South,10,,90,90,Yes,Missing charges,Missing charges
INV10221,CUST8582,SERV567,AGENT83,2022-07-01,Paid,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,708.0,0.0,2022-07-01,2022-07-31,East,10,0.8773349381040974,30,30,No,No Anomaly,No Anomaly
INV10222,CUST4922,SERV395,AGENT67,2022-10-07,Paid,Sale,UPI,Standard,Postpaid,400,72.0,472.0,472.0,503.0118645954711,-31.01186459547108,2022-10-07,2022-12-06,East,20,,60,60,Yes,Excess payment,Excess payment
INV10223,CUST3207,SERV723,AGENT19,2022-11-13,Pending,Sale,Cash,Premium,Prepaid,600,108.0,708.0,708.0,688.7607378160119,19.239262183988103,2022-11-13,2023-02-11,East,50,,90,90,Yes,Under payment,Under payment
INV10224,CUST1507,SERV149,AGENT31,2024-03-11,Paid,Sale,UPI,Family,Prepaid,800,144.0,944.0,944.0,944.0,0.0,2024-03-11,2024-04-10,East,100,88.49684807653013,30,30,No,No Anomaly,No Anomaly
INV10225,CUST4115,SERV339,AGENT53,2023-02-16,Paid,Sale,Credit Card,Standard,Postpaid,400,72.0,472.0,472.0,472.0,0.0,2023-02-16,2023-05-17,South,20,18.73546012587571,90,90,No,No Anomaly,No Anomaly
INV19939,CUST2130,SERV216,AGENT44,2023-11-25,Pending,Sale,Net Banking,Family,Prepaid,800,144.0,944.0,944.0,0.0,944.0,2023-11-25,2024-02-23,South,10,,90,90,Yes,Duplicate entries,Duplicate entries
