Invoice_number,Customer_id,Service_id,Agent_id,Billing_date,Payment_status,Transaction_type,Mode_of_payment,Plan_name,Plan_category,Plan_charge,Tax_amount,Actual_amount,Billed_amount,Paid_amount,Balance_amount,Plan_start_date,Plan_end_date,Zone_area,Data_bought,Data_used,Billing_cycle
INV108110,CUST007409,SVC8629,AGT060,05-04-2024,Partial,New Connection,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,358.74,112.08,03-04-2024,04-05-2024,Circle-West,5,2.5,31
INV103325,CUST002160,SVC5122,AGT056,15-03-2024,Paid,Renewal,Net Banking,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,13-03-2024,12-04-2024,Rural-Zone,75,30.43,30
INV106560,CUST003858,SVC3388,AGT124,22-06-2024,Paid,Plan Change,Wallet,Industry Solution,Enterprise,9999,1799.82,11798.82,7833.64,7833.64,0.0,21-06-2024,21-07-2024,Metro-A,750,550.13,30
INV106905,CUST006071,SVC2988,AGT150,19-01-2025,Paid,Plan Change,Credit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,2216.32,-683.5,15-01-2025,12-02-2025,Metro-B,40,17.42,28
INV104668,CUST006048,SVC3559,AGT044,09-03-2025,Paid,Renewal,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,06-03-2025,03-04-2025,Metro-A,30,4.15,28
INV100999,CUST005173,SVC7422,AGT067,08-05-2025,Paid,Bill Payment,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,07-05-2025,06-06-2025,Circle-North,150,71.86,30
INV106352,CUST003808,SVC1040,AGT039,05-06-2025,Paid,Plan Change,Cash,Basic Starter,Prepaid,399,71.82,470.82,564.5,564.5,0.0,02-06-2025,03-07-2025,Circle-East,5,3.87,31
INV105776,CUST007979,SVC3353,AGT127,05-11-2024,Paid,Recharge,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,02-11-2024,30-11-2024,Circle-South,750,278.93,28
INV107231,CUST000202,SVC1119,AGT149,11-03-2025,Paid,Plan Change,Cash,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,3480.57,-531.75,09-03-2025,06-04-2025,Metro-B,75,23.27,28
INV108444,CUST001834,SVC8906,AGT012,19-12-2024,Paid,Recharge,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,14-12-2024,13-01-2025,Metro-B,100,31.68,30
INV107174,CUST003617,SVC1423,AGT111,23-05-2025,Paid,Recharge,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2694.74,-335.92,22-05-2025,21-06-2025,Metro-A,50,20.61,30
INV102600,CUST007519,SVC4213,AGT146,15-03-2024,Paid,New Connection,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,11-03-2024,10-04-2024,Circle-South,50,13.32,30
INV102158,CUST003141,SVC1816,AGT042,27-01-2024,Pending,Bill Payment,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,24-01-2024,24-02-2024,Circle-North,30,19.14,31
INV105784,CUST004328,SVC4063,AGT049,27-05-2024,Pending,Bill Payment,Cash,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,22-05-2024,19-06-2024,Circle-South,150,99.0,28
INV104361,CUST000056,SVC1548,AGT060,27-09-2024,Paid,New Connection,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,23-09-2024,24-10-2024,Metro-A,1000,270.63,31
INV102484,CUST002944,SVC3510,AGT134,19-05-2024,Paid,Bill Payment,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,15-05-2024,15-06-2024,Circle-East,150,98.25,31
INV105465,CUST007614,SVC9458,AGT141,06-02-2025,Pending,New Connection,Net Banking,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,04-02-2025,06-03-2025,Metro-B,200,154.68,30
INV105093,CUST002440,SVC6368,AGT066,01-01-2024,Paid,Renewal,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,28-12-2023,25-01-2024,Circle-East,200,186.96,28
INV105041,CUST000640,SVC1816,AGT038,15-06-2024,Pending,Renewal,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,10-06-2024,08-07-2024,Metro-A,30,26.63,28
INV104847,CUST007834,SVC7051,AGT146,12-02-2025,Pending,Plan Change,Debit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,11-02-2025,11-03-2025,Circle-West,100,13.53,28
INV105945,CUST006692,SVC7784,AGT055,04-06-2024,Pending,Bill Payment,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,0.0,824.82,01-06-2024,02-07-2024,Metro-B,15,11.61,31
INV105799,CUST003234,SVC3642,AGT033,14-02-2025,Paid,Renewal,Credit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,12-02-2025,15-03-2025,Circle-South,15,9.93,31
INV101703,CUST001629,SVC8831,AGT071,26-08-2025,Paid,Bill Payment,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,23-08-2025,23-09-2025,Metro-A,75,6.59,31
INV107881,CUST007029,SVC5400,AGT104,13-10-2024,Partial,New Connection,Cash,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,6133.12,5665.7,12-10-2024,09-11-2024,Metro-B,750,685.73,28
INV106870,CUST005343,SVC7557,AGT069,15-06-2025,Paid,Bill Payment,Auto Debit,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,15065.63,-5626.81,13-06-2025,14-07-2025,Metro-B,500,127.33,31
INV108255,CUST006071,SVC1614,AGT002,23-11-2023,Paid,Recharge,UPI,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,18-11-2023,19-12-2023,Metro-A,75,52.58,31
INV100804,CUST005172,SVC6896,AGT012,04-10-2024,Pending,New Connection,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,02-10-2024,01-11-2024,Metro-B,75,31.38,30
INV106000,CUST005530,SVC4418,AGT018,25-06-2025,Paid,Bill Payment,Auto Debit,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,23-06-2025,21-07-2025,Circle-East,30,22.91,28
INV105825,CUST005840,SVC5116,AGT053,07-05-2025,Paid,New Connection,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,02-05-2025,30-05-2025,Metro-B,100,30.84,28
INV100083,CUST007973,SVC4920,AGT041,12-09-2024,Pending,Renewal,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,08-09-2024,06-10-2024,Metro-A,500,57.68,28
INV103863,CUST001088,SVC9740,AGT150,23-06-2024,Pending,Renewal,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,21-06-2024,22-07-2024,Circle-North,500,399.09,31
INV108302,CUST001668,SVC6255,AGT112,08-06-2024,Paid,Bill Payment,UPI,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,04-06-2024,02-07-2024,Metro-A,100,85.35,28
INV105502,CUST004112,SVC2294,AGT143,07-08-2025,Paid,New Connection,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,05-08-2025,05-09-2025,Circle-West,40,35.71,31
INV105022,CUST002415,SVC8638,AGT038,06-05-2025,Pending,New Connection,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,01-05-2025,01-06-2025,Circle-South,1000,133.76,31
INV104482,CUST006947,SVC9231,AGT053,03-08-2024,Paid,Bill Payment,Auto Debit,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,30-07-2024,30-08-2024,Metro-B,75,61.75,31
INV108016,CUST007604,SVC9110,AGT088,10-04-2025,Partial,Plan Change,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,2202.01,3696.81,08-04-2025,09-05-2025,Metro-B,200,141.84,31
INV107517,CUST005755,SVC6911,AGT147,27-05-2025,Partial,Recharge,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,3567.14,5871.68,26-05-2025,25-06-2025,Circle-West,500,410.86,30
INV101749,CUST003712,SVC9383,AGT080,28-06-2025,Pending,Plan Change,Credit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,0.0,9438.82,25-06-2025,26-07-2025,Circle-South,500,12.17,31
INV102364,CUST004277,SVC3115,AGT082,27-09-2023,Paid,Bill Payment,Auto Debit,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,25-09-2023,26-10-2023,Circle-South,40,0.14,31
INV106154,CUST006892,SVC4226,AGT124,02-12-2024,Paid,New Connection,UPI,Business Pro,Postpaid,2999,539.82,3538.82,5186.67,5186.67,0.0,29-11-2024,27-12-2024,Metro-B,100,82.66,28
INV105248,CUST002952,SVC6729,AGT056,29-04-2025,Paid,Bill Payment,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,28-04-2025,29-05-2025,Circle-North,1000,47.14,31
INV108522,CUST000747,SVC5090,AGT070,20-05-2024,Paid,New Connection,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,18-05-2024,15-06-2024,Metro-A,5,3.6,28
INV108820,CUST004198,SVC8248,AGT044,14-03-2025,Paid,Recharge,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,10-03-2025,07-04-2025,Circle-South,1000,1922.6,28
INV102877,CUST005133,SVC1500,AGT013,10-11-2023,Pending,Bill Payment,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,05-11-2023,03-12-2023,Metro-A,30,27.39,28
INV103527,CUST005014,SVC6094,AGT009,27-01-2025,Paid,Plan Change,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,22-01-2025,21-02-2025,Metro-B,1000,256.23,30
INV103868,CUST005354,SVC9803,AGT089,24-07-2025,Pending,Plan Change,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,0.0,2948.82,22-07-2025,19-08-2025,Circle-East,75,2.98,28
INV104246,CUST006562,SVC8171,AGT142,09-08-2025,Pending,Bill Payment,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,06-08-2025,05-09-2025,Circle-West,30,2.3,30
INV102314,CUST000443,SVC6682,AGT135,23-09-2023,Paid,Recharge,Wallet,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,19-09-2023,17-10-2023,Metro-A,200,60.05,28
INV107386,CUST006693,SVC8187,AGT024,26-12-2023,Paid,New Connection,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,3718.57,-1359.75,21-12-2023,20-01-2024,Metro-B,50,38.03,30
INV106967,CUST000792,SVC2390,AGT093,01-01-2024,Paid,Recharge,Auto Debit,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,5335.74,-1796.92,28-12-2023,27-01-2024,Rural-Zone,100,34.39,30
INV103451,CUST002128,SVC2399,AGT046,09-05-2024,Pending,New Connection,Debit Card,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,07-05-2024,04-06-2024,Metro-B,5,0.63,28
INV103150,CUST005693,SVC4856,AGT106,04-12-2024,Paid,Renewal,Net Banking,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,29-11-2024,29-12-2024,Circle-North,100,3.09,30
INV102480,CUST005523,SVC4658,AGT006,05-02-2024,Paid,Recharge,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,03-02-2024,04-03-2024,Rural-Zone,75,45.71,30
INV102818,CUST003195,SVC4643,AGT012,03-01-2024,Pending,Plan Change,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,02-01-2024,02-02-2024,Circle-West,750,73.37,31
INV100197,CUST000298,SVC7504,AGT127,18-08-2025,Paid,Plan Change,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,14-08-2025,13-09-2025,Rural-Zone,200,177.45,30
INV101228,CUST006597,SVC3106,AGT038,13-11-2024,Pending,Bill Payment,UPI,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,09-11-2024,07-12-2024,Rural-Zone,1000,146.72,28
INV102100,CUST004439,SVC6518,AGT077,10-09-2023,Paid,Bill Payment,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,05-09-2023,06-10-2023,Metro-A,750,276.6,31
INV106637,CUST001188,SVC6847,AGT131,26-06-2024,Paid,Recharge,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,1912.07,1912.07,0.0,23-06-2024,21-07-2024,Circle-East,50,24.16,28
INV105553,CUST002334,SVC8195,AGT060,20-05-2024,Pending,Plan Change,Cash,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,15-05-2024,14-06-2024,Metro-B,5,4.05,30
INV106959,CUST005257,SVC8335,AGT067,15-10-2024,Paid,Recharge,Net Banking,Youth Special,Prepaid,599,107.82,706.82,706.82,949.39,-242.57,13-10-2024,12-11-2024,Metro-B,10,6.3,30
INV103196,CUST005878,SVC8725,AGT014,26-12-2023,Paid,New Connection,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,25-12-2023,24-01-2024,Circle-West,500,384.71,30
INV104940,CUST005385,SVC3104,AGT068,27-05-2025,Pending,Bill Payment,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,22-05-2025,19-06-2025,Metro-B,5,2.39,28
INV101692,CUST001936,SVC3357,AGT061,04-07-2025,Paid,Plan Change,UPI,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,29-06-2025,30-07-2025,Circle-West,25,15.21,31
INV109116,CUST005756,SVC4260,AGT122,09-04-2024,Paid,New Connection,Auto Debit,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,06-04-2024,07-05-2024,Metro-A,1000,1808.11,31
INV108709,CUST007468,SVC3309,AGT104,16-06-2025,Paid,Plan Change,Debit Card,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,12-06-2025,12-07-2025,Metro-B,25,6.18,30
INV101179,CUST004808,SVC6291,AGT096,06-05-2025,Pending,Bill Payment,Net Banking,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,04-05-2025,04-06-2025,Circle-West,50,6.64,31
INV104990,CUST002847,SVC4651,AGT090,31-01-2025,Paid,Bill Payment,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,26-01-2025,26-02-2025,Circle-North,40,16.46,31
INV107030,CUST001207,SVC6753,AGT037,23-06-2024,Paid,Plan Change,Credit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,2309.17,-540.35,19-06-2024,19-07-2024,Metro-B,30,16.87,30
INV104235,CUST001457,SVC6344,AGT071,19-12-2023,Paid,Renewal,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,17-12-2023,16-01-2024,Rural-Zone,750,440.92,30
INV102135,CUST007547,SVC1154,AGT031,11-12-2024,Pending,New Connection,Debit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,0.0,15338.82,07-12-2024,07-01-2025,Circle-South,1000,823.97,31
INV101422,CUST005759,SVC9004,AGT060,24-01-2024,Pending,New Connection,UPI,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,23-01-2024,23-02-2024,Circle-North,5,2.65,31
INV103269,CUST006127,SVC4042,AGT033,27-10-2024,Pending,Renewal,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,25-10-2024,25-11-2024,Circle-North,150,44.29,31
INV108673,CUST005105,SVC5295,AGT110,30-05-2024,Paid,Bill Payment,Debit Card,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,28-05-2024,27-06-2024,Metro-A,40,37.37,30
INV102741,CUST001098,SVC3023,AGT104,19-01-2025,Paid,Bill Payment,Debit Card,Executive Plan,Postpaid,2499,449.82,2948.82,2948.82,2948.82,0.0,17-01-2025,17-02-2025,Circle-South,75,47.32,31
INV107707,CUST005310,SVC9636,AGT047,25-06-2024,Partial,Recharge,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,1457.78,2081.04,24-06-2024,22-07-2024,Circle-East,100,11.73,28
INV102926,CUST002351,SVC1638,AGT096,28-10-2023,Paid,Recharge,Cash,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,3538.82,0.0,26-10-2023,25-11-2023,Circle-South,100,85.18,30
INV103407,CUST001586,SVC8626,AGT014,14-02-2024,Pending,New Connection,Wallet,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,10-02-2024,09-03-2024,Rural-Zone,50,33.25,28
INV106811,CUST003567,SVC4607,AGT147,14-01-2025,Paid,Renewal,Cash,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,2645.41,-1112.59,12-01-2025,12-02-2025,Circle-West,40,23.4,31
INV105588,CUST002324,SVC5469,AGT013,15-09-2024,Paid,Bill Payment,Credit Card,Corporate Max,Enterprise,12999,2339.82,15338.82,15338.82,15338.82,0.0,10-09-2024,11-10-2024,Circle-East,1000,27.19,31
INV102718,CUST003483,SVC2523,AGT131,21-11-2023,Pending,Recharge,Wallet,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,18-11-2023,18-12-2023,Circle-South,10,4.47,30
INV103387,CUST006824,SVC4044,AGT145,16-02-2024,Paid,Bill Payment,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,13-02-2024,15-03-2024,Circle-South,200,173.36,31
INV102290,CUST005717,SVC6536,AGT024,27-08-2025,Pending,Recharge,UPI,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,0.0,5898.82,23-08-2025,22-09-2025,Circle-West,200,29.92,30
INV106716,CUST003085,SVC2406,AGT009,23-12-2023,Paid,Plan Change,Wallet,Corporate Max,Enterprise,12999,2339.82,15338.82,8557.91,8557.91,0.0,20-12-2023,17-01-2024,Metro-B,1000,822.52,28
INV101670,CUST002665,SVC5811,AGT117,05-06-2024,Pending,New Connection,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,03-06-2024,01-07-2024,Rural-Zone,50,14.61,28
INV108418,CUST002112,SVC5526,AGT048,06-02-2025,Paid,Bill Payment,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,01-02-2025,03-03-2025,Metro-A,30,4.07,30
INV105363,CUST006886,SVC3721,AGT147,09-12-2023,Pending,Bill Payment,Cash,Data Booster,Prepaid,999,179.82,1178.82,1178.82,0.0,1178.82,07-12-2023,06-01-2024,Metro-A,25,2.3,30
INV108104,CUST000807,SVC5865,AGT021,01-02-2025,Partial,Recharge,Debit Card,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,3340.39,6098.43,27-01-2025,24-02-2025,Circle-North,500,199.31,28
INV105992,CUST000890,SVC3422,AGT006,25-05-2024,Paid,Plan Change,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,21-05-2024,18-06-2024,Circle-North,30,18.05,28
INV108968,CUST007518,SVC1543,AGT054,23-04-2024,Paid,Renewal,UPI,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,2358.82,0.0,20-04-2024,20-05-2024,Metro-B,50,66.87,30
INV101019,CUST006799,SVC7800,AGT078,18-02-2025,Paid,Renewal,UPI,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,17-02-2025,20-03-2025,Rural-Zone,30,13.39,31
INV100986,CUST005677,SVC7375,AGT003,03-08-2025,Pending,Bill Payment,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,01-08-2025,01-09-2025,Circle-East,10,3.37,31
INV103246,CUST000730,SVC2066,AGT037,11-08-2025,Paid,New Connection,Auto Debit,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,08-08-2025,05-09-2025,Metro-B,200,65.32,28
INV108841,CUST003508,SVC1738,AGT062,01-07-2024,Paid,New Connection,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,30-06-2024,30-07-2024,Circle-North,750,1036.82,30
INV102154,CUST002422,SVC5795,AGT112,08-04-2025,Pending,Renewal,Auto Debit,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,0.0,11798.82,06-04-2025,06-05-2025,Circle-North,750,13.44,30
INV105337,CUST004884,SVC7657,AGT091,04-01-2024,Paid,Recharge,Net Banking,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,30-12-2023,30-01-2024,Circle-North,750,507.32,31
INV107615,CUST003167,SVC1889,AGT132,05-12-2023,Partial,New Connection,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,2409.7,2309.12,01-12-2023,31-12-2023,Circle-East,150,91.03,30
INV106680,CUST000068,SVC1039,AGT056,03-10-2024,Paid,Bill Payment,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,8654.66,8654.66,0.0,02-10-2024,30-10-2024,Rural-Zone,200,107.78,28
INV104705,CUST000590,SVC6441,AGT104,09-07-2025,Paid,New Connection,Wallet,Basic Starter,Prepaid,399,71.82,470.82,470.82,470.82,0.0,04-07-2025,01-08-2025,Circle-North,5,1.64,28
INV102699,CUST002465,SVC9424,AGT019,25-05-2025,Pending,Recharge,Auto Debit,Youth Special,Prepaid,599,107.82,706.82,706.82,0.0,706.82,23-05-2025,23-06-2025,Rural-Zone,10,8.31,31
INV102066,CUST001707,SVC9255,AGT134,28-08-2024,Paid,New Connection,Wallet,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,27-08-2024,24-09-2024,Circle-South,150,43.47,28
INV101760,CUST005100,SVC4026,AGT101,29-04-2025,Paid,Recharge,UPI,Youth Special,Prepaid,599,107.82,706.82,706.82,706.82,0.0,28-04-2025,29-05-2025,Circle-East,10,7.98,31
INV105007,CUST007670,SVC3618,AGT054,19-09-2023,Pending,Plan Change,Credit Card,Business Pro,Postpaid,2999,539.82,3538.82,3538.82,0.0,3538.82,14-09-2023,12-10-2023,Circle-North,100,83.35,28
INV103275,CUST007821,SVC5314,AGT057,18-12-2024,Paid,New Connection,Cash,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,15-12-2024,12-01-2025,Rural-Zone,200,48.82,28
INV103807,CUST004514,SVC6336,AGT031,09-07-2024,Pending,Plan Change,Debit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,06-07-2024,05-08-2024,Rural-Zone,150,79.69,30
INV106000,CUST007984,SVC9630,AGT106,27-11-2024,Paid,Recharge,Credit Card,Business Basic,Enterprise,4999,899.82,5898.82,5898.82,5898.82,0.0,25-11-2024,25-12-2024,Circle-East,200,80.87,30
INV102542,CUST000549,SVC6697,AGT109,18-05-2025,Pending,Renewal,Net Banking,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,0.0,1768.82,15-05-2025,14-06-2025,Circle-West,30,18.34,30
INV100072,CUST006478,SVC4697,AGT134,09-05-2024,Pending,Recharge,Net Banking,Basic Starter,Prepaid,399,71.82,470.82,470.82,0.0,470.82,08-05-2024,07-06-2024,Circle-South,5,2.88,30
INV105499,CUST005439,SVC8536,AGT095,09-07-2025,Pending,Recharge,Cash,Premium Plus,Postpaid,1999,359.82,2358.82,2358.82,0.0,2358.82,07-07-2025,06-08-2025,Metro-B,50,25.4,30
INV108971,CUST005310,SVC7044,AGT096,25-01-2025,Paid,Plan Change,Net Banking,Data Booster,Prepaid,999,179.82,1178.82,1178.82,1178.82,0.0,24-01-2025,23-02-2025,Circle-East,25,50.59,30
INV108365,CUST001893,SVC4709,AGT129,18-03-2024,Paid,Bill Payment,UPI,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,13-03-2024,13-04-2024,Circle-South,750,614.21,31
INV102688,CUST000788,SVC8705,AGT104,30-03-2024,Paid,Renewal,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,27-03-2024,24-04-2024,Circle-North,750,229.94,28
INV108569,CUST000429,SVC5611,AGT013,30-08-2025,Paid,Renewal,Net Banking,Smart Connect,Prepaid,699,125.82,824.82,824.82,824.82,0.0,25-08-2025,24-09-2025,Circle-East,15,3.25,30
INV104179,CUST003471,SVC9852,AGT008,26-03-2024,Paid,Plan Change,Auto Debit,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,25-03-2024,22-04-2024,Circle-South,150,58.39,28
INV106873,CUST001461,SVC9849,AGT024,15-08-2025,Paid,Bill Payment,Debit Card,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,2864.38,-1095.56,12-08-2025,12-09-2025,Metro-B,30,8.75,31
INV106125,CUST007187,SVC3372,AGT061,11-11-2023,Paid,Recharge,Credit Card,Executive Plan,Postpaid,2499,449.82,2948.82,3433.95,3433.95,0.0,10-11-2023,11-12-2023,Circle-South,75,22.16,31
INV103415,CUST006984,SVC7261,AGT095,09-12-2023,Paid,New Connection,Wallet,Enterprise Pro,Enterprise,7999,1439.82,9438.82,9438.82,9438.82,0.0,05-12-2023,02-01-2024,Circle-North,500,315.37,28
INV107622,CUST001050,SVC7683,AGT092,22-05-2024,Partial,Plan Change,Debit Card,Smart Connect,Prepaid,699,125.82,824.82,824.82,718.49,106.33,18-05-2024,17-06-2024,Metro-A,15,14.15,30
INV109324,CUST001266,SVC3421,AGT066,09-04-2024,Paid,Plan Change,Credit Card,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,4718.82,0.0,04-04-2024,02-05-2024,Rural-Zone,150,303.32,28
INV103811,CUST007143,SVC3781,AGT069,22-05-2025,Pending,Bill Payment,Net Banking,Corporate Elite,Postpaid,3999,719.82,4718.82,4718.82,0.0,4718.82,18-05-2025,15-06-2025,Circle-West,150,15.78,28
INV106000,CUST004507,SVC4393,AGT103,07-02-2025,Paid,Plan Change,Cash,Family Pack,Postpaid,1499,269.82,1768.82,1768.82,1768.82,0.0,03-02-2025,03-03-2025,Circle-West,30,15.42,28
INV100853,CUST006501,SVC8897,AGT006,06-05-2024,Paid,Recharge,Net Banking,Travel Pack,Prepaid,1299,233.82,1532.82,1532.82,1532.82,0.0,02-05-2024,02-06-2024,Rural-Zone,40,31.14,31
INV109302,CUST003274,SVC1472,AGT037,08-09-2023,Paid,New Connection,Credit Card,Industry Solution,Enterprise,9999,1799.82,11798.82,11798.82,11798.82,0.0,04-09-2023,04-10-2023,Rural-Zone,750,1189.64,30
